240, 0.0, 93
240, 5.0, 92
240, 10.0, 91
240, 15.0, 90
240, 20.0, 89
240, 25.0, 88
240, 30.0, 88
240, 35.0, 87
240, 40.0, 87
240, 45.0, 86
240, 50.0, 85
240, 55.0, 84
240, 60.0, 84
240, 65.0, 83
240, 70.0, 82
240, 75.0, 82
240, 80.0, 83
240, 85.0, 81
240, 90.0, 81
240, 95.0, 80
240, 100.0, 80
240, 105.0, 79
240, 110.0, 79
240, 115.0, 78
240, 120.0, 77
240, 125.0, 76
240, 130.0, 76
240, 135.0, 75
240, 140.0, 74
240, 145.0, 73
240, 150.0, 71
240, 155.0, 70
240, 160.0, 69
240, 165.0, 68
240, 170.0, 67
240, 175.0, 65
240, 180.0, 64
240, 185.0, 62
240, 190.0, 61
240, 195.0, 58
240, 200.0, 49
240, 205.0, 44
240, 210.0, 38
240, 215.0, 32
240, 220.0, 25
240, 225.0, 19
240, 230.0, 14
240, 235.0, 7
240, 240.0, 0
240, 245.0, 6
240, 250.0, 13
240, 255.0, 20
240, 260.0, 26
240, 265.0, 32
240, 270.0, 34
240, 275.0, 40
240, 280.0, 45
240, 285.0, 59
240, 290.0, 61
240, 295.0, 62
240, 300.0, 63
240, 305.0, 65
240, 310.0, 67
240, 315.0, 69
240, 320.0, 70
240, 325.0, 71
240, 330.0, 73
240, 335.0, 74
240, 340.0, 74
240, 345.0, 76
240, 350.0, 77
240, 355.0, 78
240, 360.0, 79
240, 365.0, 80
240, 370.0, 81
240, 375.0, 81
240, 380.0, 82
240, 385.0, 83
240, 390.0, 84
240, 395.0, 85
240, 400.0, 85
240, 405.0, 85
240, 410.0, 87
240, 415.0, 88
240, 420.0, 88
240, 425.0, 88
240, 430.0, 88
240, 435.0, 88
240, 440.0, 88
240, 445.0, 88
240, 450.0, 89
240, 455.0, 89
240, 460.0, 90
0, 0.0, 8
0, 5.0, 25
0, 10.0, 41
0, 15.0, 52
0, 20.0, 116
0, 25.0, 78
0, 30.0, 169
0, 35.0, 196
0, 40.0, 223
0, 45.0, 248
0, 50.0, 271
0, 55.0, 302
0, 60.0, 326
0, 65.0, 352
0, 70.0, 379
0, 75.0, 405
0, 80.0, 433
0, 85.0, 459
0, 90.0, 487
0, 95.0, 116
0, 100.0, 116
0, 105.0, 116
0, 110.0, 116
0, 115.0, 117
0, 120.0, 118
0, 125.0, 119
0, 130.0, 119
0, 135.0, 119
0, 140.0, 118
0, 145.0, 117
0, 150.0, 117
0, 155.0, 117
0, 160.0, 117
0, 165.0, 116
0, 170.0, 117
0, 175.0, 117
0, 180.0, 119
0, 185.0, 120
0, 190.0, 122
0, 195.0, 123
0, 200.0, 126
0, 205.0, 128
0, 210.0, 44
0, 215.0, 43
0, 220.0, 159
0, 225.0, 162
0, 230.0, 164
0, 235.0, 166
0, 0.0, 7
0, 5.0, 19
0, 10.0, 39
0, 15.0, 45
0, 20.0, 49
0, 25.0, 53
0, 30.0, 56
0, 35.0, 58
0, 40.0, 61
0, 45.0, 63
0, 50.0, 65
0, 55.0, 68
0, 60.0, 70
0, 65.0, 72
0, 70.0, 74
0, 75.0, 76
0, 80.0, 80
0, 85.0, 81
0, 90.0, 82
0, 95.0, 82
0, 100.0, 83
0, 105.0, 84
0, 110.0, 336
0, 115.0, 84
0, 120.0, 366
0, 125.0, 381
0, 130.0, 85
0, 135.0, 86
0, 140.0, 425
0, 145.0, 440
0, 150.0, 455
0, 155.0, 90
0, 160.0, 92
0, 165.0, 93
0, 170.0, 95
0, 175.0, 96
0, 180.0, 98
0, 185.0, 151
0, 190.0, 154
0, 195.0, 158
0, 200.0, 161
0, 205.0, 106
0, 210.0, 107
0, 215.0, 112
0, 220.0, 111
0, 225.0, 679
0, 230.0, 116
0, 235.0, 117
0, 240.0, 123
0, 245.0, 0
0, 250.0, 0
0, 255.0, 124
0, 260.0, 127
0, 265.0, 129
0, 270.0, 131
0, 275.0, 130
0, 280.0, 132
0, 285.0, 133
0, 290.0, 134
0, 295.0, 134
0, 300.0, 136
0, 305.0, 918
0, 310.0, 932
0, 315.0, 946
